Coord.,Distance (m),Num_brick_wall,Num_wood_wall,Num_glass_wall,Num_drywall,Num_column,P_rx (dBm),Comments
H-49,20.26021286,3,0,0,0,0,-84,
I-49,20.43223495,3,0,0,0,0,-98,
J-49,20.65130081,5,0,0,0,0,-104,
K-49,20.91593232,5,0,0,0,0,-102,
L-49,21.2244252,5,0,0,0,0,-98,
A-50,21.41205793,5,0,0,0,0,-105,
B-50,21.2479699,5,0,0,0,0,-96,
C-50,21.12998403,5,0,0,0,0,-100,
D-50,21.05887521,5,0,0,0,0,-102,
E-50,21.03511885,5,0,0,0,0,-104,
F-50,21.05887521,4,0,0,0,0,-74,
G-50,21.12998403,3,0,0,0,0,-81,
H-50,21.2479699,3,0,0,0,0,-89,
I-50,21.41205793,3,0,0,0,0,-102,
J-50,21.62119851,4,0,0,0,0,-110,
K-50,21.87409941,5,0,0,0,0,-97,
A-51,22.39366484,6,0,0,0,0,-106,
B-51,22.23682138,6,0,0,0,0,-104,
C-51,22.12410959,6,0,0,0,0,-99,
D-51,22.05620604,6,0,0,0,0,-102,
E-51,22.03352502,6,0,0,0,0,-96,
F-51,22.05620604,5,0,0,0,0,-76,
G-51,22.12410959,3,0,0,0,0,-84,
H-51,22.23682138,3,0,0,0,0,-83,
I-51,22.39366484,4,0,0,0,0,-94,
J-51,22.59372092,4,0,0,0,0,-104,
K-51,22.83585394,6,0,0,0,0,-105,
L-51,23.11874186,6,0,0,0,0,-98,
M-51,23.44090922,7,0,0,0,0,-107,
N-51,23.80076102,6,1,0,0,0,-105,
O-51,24.19661598,7,0,0,0,0,-113,
P-51,24.62673801,6,1,0,0,0,-106,
A-52,23.37683094,6,0,0,0,0,-112,
B-52,23.2266275,6,0,0,0,0,-105,
C-52,23.11874186,6,0,0,0,0,-112,
D-52,23.05376813,6,0,0,0,0,-98,
E-52,23.03206949,6,0,0,0,0,-104,
F-52,23.05376813,5,0,0,0,0,-75,
G-52,23.11874186,3,0,0,0,0,-81,
H-52,23.2266275,3,0,0,0,0,-80,
J-52,23.56854312,3,1,0,0,0,-109,
K-52,23.80076102,6,0,0,0,0,-100,
L-52,24.07231241,6,0,0,0,0,-101,
M-52,24.38188313,7,0,0,0,0,-106,
N-52,24.72804531,7,0,0,0,0,-96,
O-52,25.10928563,7,1,0,0,0,-106,
P-52,25.5240323,6,1,0,0,0,-107,
A-53,24.36136747,6,0,0,0,0,-110,
B-53,24.21727121,6,0,0,0,0,-106,
C-53,24.11381813,6,0,0,0,0,-106,
D-53,24.0515327,6,0,0,0,0,-107,
E-53,24.03073501,6,0,0,0,0,-108,
F-53,24.0515327,5,0,0,0,0,-76,
G-53,24.11381813,3,0,0,0,0,-87,
H-53,24.21727121,3,0,0,0,0,-84,
I-53,24.36136747,4,0,0,0,0,-102,
J-53,24.54539112,4,0,0,0,0,-101,
K-53,24.76845221,6,0,0,0,0,-103,
L-53,25.02950709,6,0,0,0,0,-101,
M-53,25.32738093,6,0,0,0,0,-107,
N-53,25.66079159,6,1,0,0,0,-103,
O-53,26.02837346,7,1,0,0,0,-106,
P-53,26.42870078,7,0,0,0,0,-102,
C-54,25.10928563,7,0,0,0,0,-107,
D-54,25.04947554,7,0,0,0,0,-101,
E-54,25.02950709,7,0,0,0,0,-94,
F-54,25.04947554,5,0,0,0,0,-79,
G-54,25.10928563,4,0,0,0,0,-89,
H-54,25.20865377,3,0,0,0,0,-81,
I-54,25.34711473,4,0,0,0,0,-101,
J-54,25.5240323,4,0,0,0,0,-99,
K-54,25.7386135,5,0,0,0,0,-106,
N-54,26.59842524,7,0,0,0,0,-108,
O-54,26.95322291,6,0,0,0,0,-113,
A-55,26.33393675,7,0,0,0,0,-107,
B-55,26.20069131,7,0,0,0,0,-106,
C-55,26.1050996,7,0,0,0,0,-111,
D-55,26.04757618,7,0,0,0,0,-108,
E-55,26.02837346,7,0,0,0,0,-105,
F-55,26.04757618,5,0,0,0,0,-82,
G-55,26.1050996,4,0,0,0,0,-84,
H-55,26.20069131,3,0,0,0,0,-82,
I-55,26.33393675,4,0,0,0,0,-100,
J-55,26.50426805,4,0,0,0,0,-105,
K-55,26.71097574,3,0,0,0,0,-100,
N-55,27.54044707,7,0,0,0,0,-110,
O-55,27.88326066,6,1,0,0,0,-106,
A-56,27.32171709,7,0,0,0,0,-101,
B-56,27.19331214,7,0,0,0,0,-104,
C-56,27.10122184,7,0,0,0,0,-108,
D-56,27.04581714,7,0,0,0,0,-102,
E-56,27.02732367,7,0,0,0,0,-112,
F-56,27.04581714,5,0,0,0,0,-82,
G-56,27.10122184,4,0,0,0,0,-85,
H-56,27.19331214,3,0,0,0,0,-84,
I-56,27.32171709,4,0,0,0,0,-103,
J-56,27.48592776,4,0,0,0,0,-112,
K-56,27.68530702,3,1,0,0,0,-108,
O-56,28.8179844,7,0,0,0,0,-112,
P-56,29.18006554,7,0,0,0,0,-113,
A-57,28.31035544,7,0,0,0,0,-112,
B-57,28.18645464,7,0,0,0,0,-111,
C-57,28.09761956,7,0,0,0,0,-109,
D-57,28.04418344,7,0,0,0,0,-100,
E-57,28.02634876,7,0,0,0,0,-98,
F-57,28.04418344,6,0,0,0,0,-84,
G-57,28.09761956,4,0,0,0,0,-86,
H-57,28.18645464,3,0,0,0,0,-84,
I-57,28.31035544,4,0,0,0,0,-100,
J-57,28.46886413,4,0,0,0,0,-107,
K-57,28.66140654,4,0,0,0,0,-103,
L-57,28.88730214,5,0,0,0,0,-103,
N-57,29.43596822,6,0,0,0,0,-113,
O-57,29.75695255,7,0,0,0,0,-113,
P-57,30.10774361,7,0,0,0,0,-109,
,,,,,,,,
