Coord.,Distance (m),Num_brick_wall,Num_wood_wall,Num_glass_wall,Num_drywall,Num_column,PL (dB),Comments
G-50,21.09502311,3,0,0,0,0,90,
H-50,21.21320344,3,0,0,0,0,87,
I-50,21.37755833,3,0,0,0,0,110,
J-50,21.58703314,4,0,0,0,0,107,
K-50,21.84032967,5,0,0,0,0,103,
A-51,22.36067977,6,0,0,0,0,112,
B-51,22.20360331,6,0,0,0,0,113,
C-51,22.09072203,6,0,0,0,0,115,
D-51,22.02271555,6,0,0,0,0,105,
E-51,22,6,0,0,0,0,115,
F-51,22.02271555,5,0,0,0,0,94,
G-51,22.09072203,3,0,0,0,0,89,
H-51,22.20360331,3,0,0,0,0,98,
I-51,22.36067977,4,0,0,0,0,103,
J-51,22.56102835,4,0,0,0,0,108,
K-51,22.8035085,6,0,0,0,0,104,
L-51,23.08679276,6,0,0,0,0,120,
M-51,23.40939982,7,0,0,0,0,105,
N-51,23.76972865,6,1,0,0,0,120,
O-51,24.16609195,7,0,0,0,0,110,
P-51,24.59674775,6,1,0,0,0,112,
A-52,23.34523506,6,0,0,0,0,105,
B-52,23.19482701,6,0,0,0,0,108,
C-52,23.08679276,6,0,0,0,0,116,
D-52,23.02172887,6,0,0,0,0,108,
E-52,23,6,0,0,0,0,100,
F-52,23.02172887,5,0,0,0,0,89,
G-52,23.08679276,3,0,0,0,0,90,
H-52,23.19482701,3,0,0,0,0,115,
I-52,23.34523506,4,0,0,0,0,113,
J-52,23.53720459,3,1,0,0,0,107,
K-52,23.76972865,6,0,0,0,0,121,
L-52,24.04163056,6,0,0,0,0,112,
M-52,24.35159132,7,0,0,0,0,108,
N-52,24.69817807,7,0,0,0,0,113,
O-52,25.07987241,7,1,0,0,0,109,
P-52,25.49509757,6,1,0,0,0,106,
A-53,24.33105012,6,0,0,0,0,108,
B-53,24.18677324,6,0,0,0,0,119,
C-53,24.08318916,6,0,0,0,0,109,
D-53,24.0208243,6,0,0,0,0,110,
E-53,24,6,0,0,0,0,114,
F-53,24.0208243,5,0,0,0,0,92,
G-53,24.08318916,3,0,0,0,0,92,
H-53,24.18677324,3,0,0,0,0,96,
I-53,24.33105012,4,0,0,0,0,100,
J-53,24.51530134,4,0,0,0,0,109,
K-53,24.73863375,6,0,0,0,0,113,
L-53,25,6,0,0,0,0,108,
M-53,25.29822128,6,0,0,0,0,105,
N-53,25.63201124,6,1,0,0,0,108,
O-53,26,7,1,0,0,0,112,
P-53,26.40075756,7,0,0,0,0,123,
A-54,25.3179778,7,0,0,0,0,114,
C-54,25.07987241,7,0,0,0,0,113,
D-54,25.01999201,7,0,0,0,0,104,
E-54,25,7,0,0,0,0,106,
F-54,25.01999201,5,0,0,0,0,92,
G-54,25.07987241,4,0,0,0,0,96,
H-54,25.17935662,3,0,0,0,0,95,
I-54,25.3179778,4,0,0,0,0,104,
J-54,25.49509757,4,0,0,0,0,103,
K-54,25.70992026,5,0,0,0,0,108,
L-54,25.96150997,6,0,0,0,0,114,
M-54,26.2488095,6,0,0,0,0,118,
N-54,26.57066051,7,0,0,0,0,111,
O-54,26.92582404,6,0,0,0,0,111,
A-55,26.30589288,7,0,0,0,0,117,
B-55,26.17250466,7,0,0,0,0,116,
C-55,26.07680962,7,0,0,0,0,112,
D-55,26.01922366,7,0,0,0,0,117,
E-55,26,7,0,0,0,0,106,
F-55,26.01922366,5,0,0,0,0,90,
G-55,26.07680962,4,0,0,0,0,88,
H-55,26.17250466,3,0,0,0,0,98,
I-55,26.30589288,4,0,0,0,0,107,
J-55,26.47640459,4,0,0,0,0,104,
K-55,26.68332813,3,0,0,0,0,101,
N-55,27.51363298,7,0,0,0,0,110,
O-55,27.85677655,6,1,0,0,0,103,
P-55,28.23118843,7,1,0,0,0,114,
A-56,27.29468813,7,0,0,0,0,116,
B-56,27.16615541,7,0,0,0,0,116,
C-56,27.07397274,7,0,0,0,0,118,
D-56,27.01851217,7,0,0,0,0,109,
E-56,27,7,0,0,0,0,107,
F-56,27.01851217,5,0,0,0,0,91,
G-56,27.07397274,4,0,0,0,0,98,
H-56,27.16615541,3,0,0,0,0,91,
I-56,27.29468813,4,0,0,0,0,109,
J-56,27.45906044,4,0,0,0,0,115,
K-56,27.65863337,3,1,0,0,0,103,
N-56,28.46049894,6,0,0,0,0,115,
O-56,28.7923601,7,0,0,0,0,111,
P-56,29.15475947,7,0,0,0,0,119,
A-57,28.28427125,7,0,0,0,0,120,
B-57,28.16025568,7,0,0,0,0,118,
C-57,28.0713377,7,0,0,0,0,110,
D-57,28.01785145,7,0,0,0,0,114,
E-57,28,7,0,0,0,0,109,
F-57,28.01785145,6,0,0,0,0,96,
G-57,28.0713377,4,0,0,0,0,96,
H-57,28.16025568,3,0,0,0,0,99,
I-57,28.28427125,4,0,0,0,0,104,
J-57,28.44292531,4,0,0,0,0,113,
K-57,28.63564213,4,0,0,0,0,109,
L-57,28.86173938,5,0,0,0,0,106,
M-57,29.12043956,5,0,0,0,0,104,
N-57,29.41088234,6,0,0,0,0,114,
O-57,29.73213749,7,0,0,0,0,115,
P-57,30.08321791,7,0,0,0,0,107,
,,,,,,,,
