Coord.,Distance (m),Num_brick_wall,Num_wood_wall,Num_glass_wall,Num_drywall,Num_column,Elevator,PL (dB),Comments
P-6,13.87165545,0,0,1,0,1,0,73,
Q-6,14.19869536,0,0,1,0,0,0,88,
R-6,14.64428643,0,0,1,0,0,0,77,
V-6,17.39495114,0,0,1,2,0,0,95,
W-6,18.27010536,0,0,1,2,0,0,90,
A-7,21.4588554,0,0,0,1,1,0,93,
B-7,20.36128311,0,0,0,1,1,0,88,
C-7,19.29645758,0,0,0,1,1,0,85,
D-7,18.27010536,0,0,0,1,1,0,88,
E-7,17.28907965,0,0,0,1,0,0,81,
F-7,16.36153569,0,0,0,1,0,0,77,
G-7,15.49707956,0,0,0,1,0,0,73,
H-7,14.70684025,0,0,0,1,0,0,77,
I-7,14.00338798,0,0,0,1,0,0,80,
J-7,13.40039738,0,0,0,1,1,0,82,
K-7,12.91195086,0,0,0,1,0,0,65,
O-7,12.33005576,0,0,1,0,1,0,75,
P-7,12.55142821,0,0,1,0,0,0,72,
Q-7,12.91195086,0,0,1,0,0,0,93,
R-7,13.40039738,0,0,1,0,0,0,91,
S-7,14.00338798,0,0,1,0,0,0,94,
V-7,16.36153569,0,0,1,2,0,0,90,
W-7,17.28907965,0,0,1,2,0,0,94,
A-8,20.71883322,1,0,0,1,1,0,90,
B-8,19.57982188,1,0,0,1,1,0,85,
C-8,18.46999865,0,0,0,1,1,0,83,
D-8,17.39495114,0,0,0,1,1,0,80,
E-8,16.36153569,0,0,0,1,2,0,87,
F-8,15.37814765,0,0,0,1,0,0,75,
G-8,14.45500086,0,0,0,1,0,0,73,
H-8,13.60436419,0,0,0,1,0,0,76,
I-8,12.84065614,0,0,0,1,0,0,79,
J-8,12.18023912,0,0,0,1,0,0,88,
K-8,11.64070659,0,0,0,1,0,0,82,
L-8,11.23948064,0,0,0,1,0,0,75,
M-8,10.99171734,0,0,0,1,0,0,69,
N-8,10.90787903,0,0,1,0,1,0,74,
O-8,10.99171734,0,0,1,0,1,0,66,
P-8,11.23948064,0,0,1,0,0,0,76,
Q-8,11.64070659,0,0,1,0,0,0,74,
R-8,12.18023912,0,0,1,0,0,0,77,
S-8,12.84065614,0,0,1,0,0,0,86,
V-8,15.37814765,0,0,1,2,0,0,89,
W-8,16.36153569,0,0,1,2,0,0,84,
A-9,20.04319523,2,0,0,1,0,1,94,
B-9,18.86343155,2,0,0,1,0,1,87,
C-9,17.70876831,2,0,0,1,1,1,81,
D-9,16.58444904,0,0,0,1,1,0,81,
E-9,15.49707956,0,0,0,1,1,0,75,
F-9,14.45500086,0,0,0,1,2,0,91,
G-9,13.46872952,0,0,0,1,1,0,70,
H-9,12.55142821,0,0,0,1,0,0,76,
I-9,11.71930352,0,0,0,1,0,0,73,
J-9,10.99171734,0,0,0,1,0,0,73,
K-9,10.39065325,0,0,0,1,1,0,70,
L-9,9.939092011,0,0,0,1,0,0,70,
M-9,9.658026455,0,0,0,1,0,0,81,
N-9,9.562502288,0,0,1,0,1,0,78,
O-9,9.658026455,0,0,1,0,1,0,72,
P-9,9.939092011,0,0,1,0,0,0,73,
Q-9,10.39065325,0,0,1,0,0,0,75,
R-9,10.99171734,0,0,1,0,0,0,71,
S-9,11.71930352,0,0,0,3,1,0,87,
T-9,12.55142821,0,0,1,2,0,0,80,
U-9,13.46872952,0,0,1,2,0,0,81,
V-9,14.45500086,0,1,1,1,0,0,82,
A-10,19.43865607,2,0,0,1,0,1,95,
B-10,18.21978938,2,0,0,1,0,1,83,
G-10,12.55142821,0,0,0,1,1,0,83,
H-10,11.56157537,0,0,0,1,0,0,76,
I-10,10.65240583,0,0,0,1,0,0,72,
J-10,9.846294988,0,0,0,1,0,0,73,
K-10,9.17046073,0,0,0,1,0,0,76,
L-10,8.655473702,0,0,0,1,0,0,63,Receiver reference at  -30 dBm
M-10,8.331215398,0,0,0,1,0,0,70,
N-10,8.220287404,0,0,1,0,1,0,71,
O-10,8.331215398,0,0,1,0,1,0,69,
P-10,8.655473702,0,0,1,0,0,0,74,
Q-10,9.17046073,0,0,1,0,0,0,69,
T-10,11.56157537,0,0,0,2,0,0,78,
U-10,12.55142821,0,0,0,1,0,0,82,
V-10,13.60436419,0,0,0,2,0,0,87,
A-11,18.91203519,2,0,0,1,0,1,89,
B-11,17.65685278,2,0,0,1,0,1,88,
C-11,16.41754778,2,0,0,1,0,1,90,
G-11,11.71930352,0,0,0,1,1,0,78,
H-11,10.65240583,0,0,0,1,1,0,91,
I-11,9.658026455,0,0,0,1,0,0,74,
J-11,8.760893219,0,0,0,1,0,0,78,
K-11,7.993814796,0,0,0,1,0,0,80,
L-11,7.397361016,0,0,0,1,0,0,68,
M-11,7.015188878,0,0,1,0,0,0,81,Receiver reference at  -30 dBm
N-11,6.883084338,0,0,1,0,1,0,80,
O-11,7.015188878,0,0,1,0,1,0,68,
P-11,7.397361016,0,0,1,0,0,0,83,
Q-11,7.993814796,0,0,0,1,0,0,75,
R-11,8.760893219,0,0,0,1,0,0,74,
T-11,10.65240583,0,0,0,1,0,0,75,
U-11,11.71930352,0,0,0,1,1,0,85,
V-11,12.84065614,0,0,0,1,1,0,86,
W-11,14.00338798,0,0,0,3,0,0,78,
A-12,18.46999865,2,0,0,1,0,1,94,
B-12,17.18255583,2,0,0,1,0,1,87,
C-12,15.90633993,2,0,0,1,0,1,87,
G-12,10.99171734,0,0,0,1,1,0,80,
H-12,9.846294988,0,0,0,1,1,0,80,
I-12,8.760893219,0,0,0,1,1,0,70,
J-12,7.760736112,0,0,0,1,0,0,68,
K-12,6.883084338,0,0,0,1,0,0,71,
L-12,6.180349909,0,0,0,1,0,0,79,
M-12,5.717398884,0,0,1,0,0,0,68,Receiver reference at  -30 dBm
N-12,5.55451393,0,0,1,0,1,0,70,
O-12,5.717398884,0,0,1,0,1,0,78,
P-12,6.180349909,0,0,1,0,0,0,80,
Q-12,6.883084338,0,0,1,0,0,0,75,
R-12,7.760736112,0,0,0,1,0,0,71,
S-12,8.760893219,0,0,0,1,0,0,83,
T-12,9.846294988,0,0,0,1,0,0,85,
U-12,10.99171734,0,0,0,2,1,0,83,
V-12,12.18023912,0,0,1,2,0,0,81,
A-13,18.11873823,0,0,0,1,0,0,90,
B-13,16.80440567,0,0,0,1,0,0,87,
C-13,15.49707956,0,0,0,1,0,0,86,
G-13,10.39065325,0,0,0,1,0,0,70,
H-13,9.17046073,0,0,0,1,0,0,74,
I-13,7.993814796,0,0,0,1,1,0,83,
J-13,6.883084338,0,0,0,1,1,0,82,
K-13,5.875770162,0,0,0,1,0,0,68,
L-13,5.034337096,0,0,0,1,0,0,84,Receiver reference at  -30 dBm
M-13,4.45381578,0,0,1,0,0,0,71,Receiver reference at  -30 dBm
N-13,4.24269372,0,0,1,0,0,0,71,Receiver reference at  -30 dBm
O-13,4.45381578,0,0,1,0,0,0,72,
P-13,5.034337096,0,0,1,0,0,0,64,
Q-13,5.875770162,0,0,0,1,0,0,70,
R-13,6.883084338,0,0,0,1,0,0,71,
S-13,7.993814796,0,0,0,2,1,0,77,
T-13,9.17046073,0,0,0,2,0,0,78,
U-13,10.39065325,0,0,0,3,0,0,75,
V-13,11.64070659,0,0,0,3,0,0,75,
W-13,12.91195086,0,0,0,3,0,0,77,
A-14,17.86360966,0,0,0,1,1,0,94,
B-14,16.52900254,0,0,0,1,1,0,88,
C-14,15.1980048,0,0,0,1,1,0,96,
H-14,8.655473702,0,0,0,1,0,0,73,
I-14,7.397361016,0,0,0,1,0,0,73,
J-14,6.180349909,0,0,0,1,0,0,78,
L-14,4.020500591,0,0,0,1,0,0,77,Receiver reference at  -30 dBm
M-14,3.264406531,0,0,0,1,0,0,83,Receiver reference at  -30 dBm
N-14,2.969903197,0,0,1,0,0,0,64,Receiver reference at  -30 dBm
O-14,3.264406531,0,0,1,0,0,0,81,Receiver reference at  -30 dBm
P-14,4.020500591,0,0,0,1,0,0,68,Receiver reference at  -30 dBm
Q-14,5.034337096,0,0,0,1,0,0,65,Receiver reference at  -30 dBm
R-14,6.180349909,0,0,1,1,0,0,76,
S-14,7.397361016,0,0,1,2,0,0,78,
T-14,8.655473702,0,0,0,3,0,0,71,
U-14,9.939092011,0,0,0,3,0,0,83,
V-14,11.23948064,0,0,0,3,0,0,75,
W-14,12.55142821,0,0,0,3,0,0,80,
A-15,17.70876831,0,0,0,1,0,0,80,
B-15,16.36153569,0,0,0,1,0,0,83,
C-15,15.01570095,0,0,0,1,0,0,82,
E-15,12.33005576,0,0,0,1,0,0,76,
F-15,10.99171734,0,0,0,1,0,0,78,
G-15,9.658026455,0,0,0,1,0,0,79,
H-15,8.331215398,0,0,0,1,0,0,75,
I-15,7.015188878,0,0,0,1,0,0,84,
J-15,5.717398884,0,0,0,1,0,0,78,
K-15,4.45381578,0,0,0,1,0,0,85,
L-15,3.264406531,0,0,0,1,0,0,71,Receiver reference at  -30 dBm
M-15,2.268981049,0,0,0,1,0,0,68,Receiver reference at  -30 dBm
N-15,1.819958791,0,0,1,0,0,0,67,Receiver reference at  -30 dBm
O-15,2.268981049,0,0,0,0,0,0,62,Receiver reference at  -30 dBm
P-15,3.264406531,0,0,0,1,0,0,68,Receiver reference at  -30 dBm
Q-15,4.45381578,0,0,0,1,0,0,71,Receiver reference at  -30 dBm
R-15,5.717398884,0,0,0,2,0,0,63,Receiver reference at  -30 dBm
S-15,7.015188878,0,0,0,2,0,0,75,
T-15,8.331215398,0,0,0,2,0,0,77,
U-15,9.658026455,0,0,0,2,0,0,73,
V-15,10.99171734,0,0,0,2,0,0,74,
W-15,12.33005576,0,0,0,2,0,0,78,
B-16,16.30533118,1,0,0,1,0,0,85,
C-16,14.95443914,1,0,0,1,0,0,81,
D-16,13.60436419,1,0,0,1,0,0,82,
E-16,12.25537637,1,0,0,1,0,0,86,
F-16,10.90787903,1,0,0,1,0,0,82,
G-16,9.562502288,1,0,0,1,0,0,85,
I-16,6.883084338,1,0,0,1,0,0,79,
L-16,2.969903197,0,0,0,1,0,0,74,Receiver reference at  -30 dBm
O-16,1.819958791,0,0,0,0,0,0,63,Receiver reference at  -30 dBm
P-16,2.969903197,0,0,0,1,0,0,75,Receiver reference at  -30 dBm
Q-16,4.24269372,0,0,0,1,0,0,69,Receiver reference at  -30 dBm
T-16,8.220287404,0,0,0,3,0,0,72,
U-16,9.562502288,0,0,0,3,0,0,70,
V-16,10.90787903,0,0,0,3,0,0,73,
W-16,12.25537637,0,0,0,3,0,0,74,
C-17,15.01570095,2,0,0,1,0,0,89,
M-17,2.268981049,0,0,0,1,0,0,68,Receiver reference at  -30 dBm
N-17,1.819958791,0,0,0,0,0,0,57,Receiver reference at  -30 dBm
O-17,2.268981049,0,0,0,0,0,0,62,Receiver reference at  -30 dBm
P-17,3.264406531,0,0,0,1,0,0,75,Receiver reference at  -30 dBm
Q-17,4.45381578,0,0,0,1,0,0,62,Receiver reference at  -30 dBm
R-17,5.717398884,0,0,0,1,0,0,65,Receiver reference at  -30 dBm
S-17,7.015188878,0,0,0,2,0,0,70,Receiver reference at  -30 dBm
T-17,8.331215398,0,0,1,2,0,0,78,
U-17,9.658026455,0,0,1,2,0,0,73,
V-17,10.99171734,0,0,1,2,0,0,74,
X-17,13.67167693,0,0,1,3,0,0,70,
M-18,3.264406531,0,0,0,1,0,0,68,Receiver reference at  -30 dBm
N-18,2.969903197,0,0,0,0,0,0,65,Receiver reference at  -30 dBm
O-18,3.264406531,0,0,0,0,0,0,72,Receiver reference at  -30 dBm
P-18,4.020500591,0,0,0,0,0,0,65,Receiver reference at  -30 dBm
Q-18,5.034337096,0,0,0,1,0,0,66,Receiver reference at  -30 dBm
R-18,6.180349909,0,0,0,1,0,0,69,Receiver reference at  -30 dBm
S-18,7.397361016,0,0,0,1,0,0,72,
T-18,8.655473702,0,1,0,1,0,0,80,
U-18,9.939092011,0,0,0,4,0,0,75,
V-18,11.23948064,0,0,0,4,0,0,85,
W-18,12.55142821,0,0,0,4,0,0,75,
X-18,13.87165545,0,0,0,4,0,0,77,
Y-18,15.1980048,0,0,0,4,0,0,79,
M-19,4.45381578,0,0,0,1,0,0,76,Receiver reference at  -30 dBm
N-19,4.24269372,0,0,0,1,0,0,59,Receiver reference at  -30 dBm
O-19,4.45381578,0,0,0,0,0,0,67,Receiver reference at  -30 dBm
P-19,5.034337096,0,0,0,0,0,0,70,Receiver reference at  -30 dBm
Q-19,5.875770162,0,0,0,2,0,0,65,Receiver reference at  -30 dBm
R-19,6.883084338,0,0,0,2,0,0,78,
S-19,7.993814796,0,0,0,2,0,0,82,
T-19,9.17046073,0,0,0,2,0,0,73,
U-19,10.39065325,0,0,0,2,0,0,71,
V-19,11.64070659,0,1,0,1,0,0,80,
W-19,12.91195086,0,1,0,1,0,0,86,
X-19,14.19869536,0,1,0,2,0,0,85,
Y-19,15.49707956,0,1,0,2,0,0,82,
N-20,5.55451393,0,0,0,1,0,0,79,Receiver reference at  -30 dBm
O-20,5.717398884,0,0,0,1,0,0,78,Receiver reference at  -30 dBm
Q-20,6.883084338,0,0,1,0,0,0,70,
R-20,7.760736112,0,0,1,1,0,0,72,
S-20,8.760893219,0,0,0,3,0,0,74,
T-20,9.846294988,0,0,0,2,0,0,75,
U-20,10.99171734,0,0,0,3,0,0,73,
V-20,12.18023912,0,0,0,3,0,0,80,
W-20,13.40039738,0,0,0,2,0,0,70,
X-20,14.64428643,0,0,0,2,0,0,81,
N-21,6.883084338,0,0,0,1,0,0,71,
O-21,7.015188878,0,0,0,1,0,0,75,
P-21,7.397361016,0,0,0,3,0,0,69,
Q-21,7.993814796,0,0,0,1,1,0,78,
R-21,8.760893219,0,0,1,0,0,0,70,
S-21,9.658026455,0,0,1,0,0,0,75,
M-22,8.331215398,1,1,0,1,0,0,87,
N-22,8.220287404,0,0,0,1,0,0,82,
O-22,8.331215398,0,0,0,1,0,0,73,
P-22,8.655473702,0,0,0,3,0,0,72,
Q-22,9.17046073,0,0,0,3,0,0,74,
R-22,9.846294988,0,0,1,0,0,0,72,
S-22,10.65240583,0,0,1,0,0,0,73,
L-23,9.939092011,1,1,0,1,0,0,93,
M-23,9.658026455,2,0,0,1,0,0,75,
N-23,9.562502288,0,0,0,1,0,0,90,
P-23,9.939092011,0,0,0,3,0,0,75,
Q-23,10.39065325,0,0,0,3,0,0,75,
R-23,10.99171734,0,0,0,1,1,0,75,
S-23,11.71930352,0,0,1,0,0,0,82,
L-24,11.23948064,1,1,0,1,0,0,86,
M-24,10.99171734,2,0,0,1,0,0,78,
N-24,10.90787903,1,0,0,1,0,0,82,
Q-24,11.64070659,0,0,0,3,0,0,75,
R-24,12.18023912,0,0,0,3,0,0,74,
M-25,12.33005576,2,0,0,1,0,0,85,
N-25,12.25537637,1,0,0,1,0,0,85,
O-25,12.33005576,0,0,0,2,0,0,84,
M-26,13.67167693,2,0,0,1,0,0,80,
N-26,13.60436419,1,0,0,1,0,0,80,
O-26,13.67167693,0,0,0,2,0,0,89,
N-27,14.95443914,1,0,0,1,0,0,81,
