Coord.,Distance (m),Num_brick_wall,Num_wood_wall,Num_glass_wall,Num_drywall,Num_column,PL (dB),Comments
F-13,16.07719581,3,1,0,0,0,83,
G-13,16.1702265,2,1,0,0,0,93,
H-13,16.32409952,2,0,0,0,0,89,
J-13,16.80702904,3,1,0,0,0,107,
K-13,17.1311478,3,0,0,0,0,113,
L-13,17.50646238,3,0,0,0,0,116,
M-13,17.92975809,3,2,0,0,0,120,
A-14,15.57164811,3,1,0,0,0,96,
B-14,15.3452346,3,1,0,0,0,100,
C-14,15.18144344,3,1,0,0,0,98,
D-14,15.08231497,3,1,0,0,0,95,
E-14,15.04912705,3,1,0,0,0,106,
F-14,15.08231497,3,1,0,0,0,90,
G-14,15.18144344,1,1,0,0,0,98,
H-14,15.3452346,2,0,0,0,0,92,
I-14,15.57164811,3,1,0,0,0,94,
L-14,16.59747646,3,0,0,0,0,114,
A-15,14.61082561,3,1,0,0,0,98,
B-15,14.3692806,3,1,0,0,0,93,
C-15,14.1942321,3,1,0,0,0,96,
D-15,14.08815904,3,1,0,0,0,107,
E-15,14.05262342,3,1,0,0,0,108,
F-15,14.08815904,3,0,0,0,0,86,
G-15,14.1942321,2,0,0,0,0,83,
H-15,14.3692806,2,0,0,0,0,83,
I-15,14.61082561,3,0,0,0,0,108,
J-15,14.91563693,3,0,0,0,0,102,
L-15,15.6995613,3,0,0,0,0,105,
A-16,13.65562979,3,1,0,0,0,103,
B-16,13.3968737,3,1,0,0,0,91,
C-16,13.20894489,3,1,0,0,0,99,
D-16,13.09489309,3,1,0,0,0,92,
E-16,13.05665443,3,1,0,0,0,94,
F-16,13.09489309,3,0,0,0,0,92,
G-16,13.20894489,2,0,0,0,0,92,
H-16,13.3968737,2,0,0,0,0,85,
I-16,13.65562979,3,0,0,0,0,101,
J-16,13.98128124,3,0,0,0,0,100,
A-17,12.70732958,3,1,0,0,0,103,
B-17,12.42884649,3,1,0,0,0,99,
C-17,12.22604699,3,1,0,0,0,100,
D-17,12.10273626,3,1,0,0,0,97,
E-17,12.06135254,3,1,0,0,0,96,
F-17,12.10273626,3,0,0,0,0,83,
G-17,12.22604699,2,0,0,0,0,93,
H-17,12.42884649,2,0,0,0,0,84,
J-17,13.05665443,2,0,0,0,0,91,
K-17,13.47131118,2,0,0,0,0,94,
M-17,14.47329351,1,1,0,0,0,91,
N-17,15.04912705,1,1,0,0,0,93,
O-17,15.66768091,1,1,0,0,0,93,
P-17,16.32409952,2,0,0,0,0,94,
A-18,11.76759215,3,1,0,0,0,96,
B-18,11.46630826,3,1,0,0,0,91,
C-18,11.2461649,3,1,0,0,0,89,
D-18,11.11198565,3,1,0,0,0,89,
E-18,11.06689771,3,1,0,0,0,95,
F-18,11.11198565,3,0,0,0,0,88,
G-18,11.2461649,2,0,0,0,0,90,
H-18,11.46630826,2,0,0,0,0,80,
J-18,12.14397896,2,0,0,0,0,89,
K-18,12.58873405,2,0,0,0,0,85,
M-18,13.65562979,1,1,0,0,0,91,
N-18,14.26450928,1,1,0,0,0,93,
D-19,10.12305413,2,0,0,0,0,92,
E-19,10.07354084,2,0,0,0,0,90,
F-19,10.12305413,2,0,0,0,0,96,
G-19,10.27016188,2,0,0,0,0,88,
H-19,10.5107671,1,0,0,0,0,89,
J-19,11.2461649,2,0,0,0,0,98,
K-19,11.72502559,2,0,0,0,0,88,
L-19,12.26687511,1,1,0,0,0,102,
M-19,12.86375626,1,1,0,0,0,98,
N-19,13.50837611,1,0,0,0,0,92,
O-19,14.1942321,2,0,0,0,0,98,
P-19,14.91563693,2,0,,0,0,94,
A-20,9.923518781,2,0,0,0,0,91,
B-20,9.564320415,2,0,0,0,0,81,
C-20,9.299259379,2,0,0,0,0,89,
D-20,9.136532439,2,0,0,0,0,88,
E-20,9.081642197,2,0,0,0,0,99,
F-20,9.136532439,1,1,0,0,0,83,
G-20,9.299259379,2,0,0,0,0,88,
H-20,9.564320415,1,0,0,0,0,79,
J-20,10.36707408,2,0,0,0,0,98,
K-20,10.88467845,1,1,0,0,0,84,
L-20,11.46630826,1,1,0,0,0,93,
M-20,12.10273626,1,1,0,0,0,88,
N-20,12.78578214,2,0,0,0,0,92,
O-20,13.50837611,2,0,0,0,0,89,
P-20,14.26450928,2,0,0,0,0,99,
A-21,9.026418171,2,0,0,0,0,92,
B-21,8.629960892,2,0,0,0,0,86,
C-21,8.335239949,2,0,0,0,0,91,
D-21,8.153295346,2,0,0,0,0,86,
E-21,8.09173807,2,0,0,0,0,91,
F-21,8.153295346,2,0,0,0,0,82,
G-21,8.335239949,2,0,0,0,0,86,
H-21,8.629960892,1,0,0,0,0,92,
I-21,9.026418171,2,0,0,0,0,95,
J-21,9.511899127,1,1,0,0,0,85,
K-21,10.07354084,1,1,0,0,0,87,
L-21,10.69935629,1,1,0,0,0,91,
M-21,11.37876202,2,0,0,0,0,92,
N-21,12.10273626,2,0,0,0,0,95,
O-21,12.86375626,2,0,0,0,0,88,
P-21,13.65562979,2,0,0,0,0,96,
B-22,7.712083052,2,0,0,0,0,83,
C-22,7.380801108,2,0,0,0,0,86,
D-22,7.174693373,2,0,0,0,0,92,
E-22,7.104662202,2,0,0,0,0,82,
F-22,7.174693373,2,0,0,0,0,83,
G-22,7.380801108,2,0,0,0,0,92,
H-22,7.712083052,1,0,0,0,0,85,
I-22,8.153295346,2,0,0,0,0,90,
J-22,8.687705393,1,1,0,0,0,80,
K-22,9.299259379,1,1,0,0,0,87,
L-22,9.973776867,2,0,0,0,0,88,
M-22,10.69935629,2,0,0,0,0,90,
N-22,11.46630826,2,0,0,0,0,89,
O-22,12.26687511,3,0,0,0,0,95,
P-22,13.09489309,3,0,0,0,0,96,
A-23,7.312744013,1,0,0,0,0,100,
C-23,6.440203801,1,0,0,0,0,84,
D-23,6.202920683,1,0,0,0,0,83,
E-23,6.121782829,1,0,0,0,0,80,
F-23,6.202920683,2,0,0,0,0,94,
G-23,6.440203801,1,0,0,0,0,80,
H-23,6.817347358,1,0,0,0,0,80,
I-23,7.312744013,1,1,0,0,0,81,
J-23,7.904190344,1,1,0,0,0,80,
K-23,8.571827401,2,0,0,0,0,90,
L-23,9.299259379,2,0,0,0,0,89,
M-23,10.07354084,2,0,0,0,0,88,
N-23,10.88467845,3,0,0,0,0,92,
O-23,11.72502559,3,0,0,0,0,85,
P-23,12.58873405,3,0,0,0,0,91,
A-24,6.517378691,1,0,0,0,0,91,
C-24,5.520527602,1,0,0,0,0,85,
E-24,5.14550532,1,0,0,0,0,71,
F-24,5.241776893,2,0,0,0,0,79,
G-24,5.520527602,1,0,0,0,0,76,
H-24,5.956192156,1,0,0,0,0,77,
J-24,7.174693373,2,0,0,0,0,87,
K-24,7.904190344,2,0,0,0,0,92,
L-24,8.687705393,2,0,0,0,0,82,
M-24,9.511899127,3,0,0,0,0,89,
N-24,10.36707408,3,0,0,0,0,80,
O-24,11.2461649,3,0,0,0,0,95,
P-24,12.14397896,3,0,0,0,0,87,
A-25,5.78586424,1,0,0,0,0,82,
B-25,5.14550532,1,0,0,0,0,84,
C-25,4.634244814,1,0,0,0,0,86,
E-25,4.180457511,1,0,0,0,0,78,
F-25,4.298397957,2,0,0,0,0,75,
G-25,4.634244814,1,0,0,0,0,76,
H-25,5.14550532,1,0,0,0,0,83,
J-25,6.517378691,2,0,0,0,0,97,
K-25,7.312744013,3,0,0,0,0,79,
L-25,8.153295346,3,0,0,0,0,93,
M-25,9.026418171,3,0,0,0,0,87,
N-25,9.923518781,2,0,0,0,0,94,
O-25,10.83864498,2,0,0,0,0,83,
P-25,11.76759215,2,0,0,0,0,90,
F-26,3.387657745,1,0,0,0,0,77,
G-26,3.804763462,1,0,0,0,0,75,
H-26,4.413187623,1,0,0,0,0,79,
O-26,10.5107671,2,1,0,0,0,83,
P-26,11.46630826,2,1,0,0,0,90,
A-27,4.634244814,0,0,0,0,0,74,Receiver reference at  -30 dBm
B-27,3.804763462,0,0,0,0,0,76,Receiver reference at  -30 dBm
C-27,3.078347771,0,0,0,0,0,66,Receiver reference at  -30 dBm
D-27,2.544842824,0,0,0,0,0,72,Receiver reference at  -30 dBm
E-27,2.340133543,0,0,0,0,0,71,Receiver reference at  -30 dBm
F-27,2.544842824,1,0,0,0,0,74,
G-27,3.078347771,1,0,0,0,0,76,
H-27,3.804763462,1,0,0,0,0,74,
I-27,4.634244814,2,0,0,0,0,77,
J-27,5.520527602,1,1,0,0,0,84,
L-27,7.380801108,1,1,0,0,0,80,
M-27,8.335239949,0,1,0,0,0,86,
A-28,4.298397957,0,0,0,0,0,65,Receiver reference at  -30 dBm
B-28,3.387657745,0,0,0,0,0,73,Receiver reference at  -30 dBm
C-28,2.544842824,0,0,0,0,0,74,Receiver reference at  -30 dBm
D-28,1.86446373,0,0,0,0,0,65,Receiver reference at  -30 dBm
E-28,1.573602555,0,0,0,0,0,76,Receiver reference at  -30 dBm
F-28,1.86446373,1,0,0,0,0,77,
G-28,2.544842824,1,0,0,0,0,72,
H-28,3.387657745,0,1,0,0,0,74,
J-28,5.241776893,1,0,0,0,0,76,
K-28,6.202920683,1,0,0,0,0,69,
L-28,7.174693373,1,0,0,0,0,69,
M-28,8.153295346,1,0,0,0,0,77,
B-29,3.236699708,0,0,0,0,0,72,Receiver reference at  -30 dBm
C-29,2.340133543,0,0,0,0,0,77,Receiver reference at  -30 dBm
D-29,1.573602555,0,0,0,0,0,64,Receiver reference at  -30 dBm
F-29,1.573602555,0,1,0,0,0,71,
G-29,2.340133543,0,1,0,0,0,68,
H-29,3.236699708,0,1,0,0,0,84,
I-29,4.180457511,1,1,0,0,0,84,
J-29,5.14550532,1,1,0,0,0,81,
K-29,6.121782829,1,1,0,0,0,81,
L-29,7.104662202,1,1,0,0,0,82,
M-29,8.09173807,1,1,0,0,0,74,
C-30,2.544842824,1,0,0,0,0,70,Receiver reference at  -30 dBm
D-30,1.86446373,1,0,0,0,0,81,Receiver reference at  -30 dBm
E-30,1.573602555,1,0,0,0,0,66,Receiver reference at  -30 dBm
F-30,1.86446373,2,0,0,0,0,69,
G-30,2.544842824,0,1,0,0,0,84,
H-30,3.387657745,0,1,0,0,0,72,
A-31,4.634244814,1,0,0,0,0,73,Receiver reference at  -30 dBm
B-31,3.804763462,1,0,0,0,0,76,Receiver reference at  -30 dBm
C-31,3.078347771,1,0,0,0,0,73,Receiver reference at  -30 dBm
D-31,2.544842824,1,0,0,0,0,83,Receiver reference at  -30 dBm
E-31,2.340133543,1,0,0,0,0,88,Receiver reference at  -30 dBm
F-31,2.544842824,2,0,0,0,0,75,
G-31,3.078347771,2,0,0,0,0,74,
H-31,3.804763462,1,0,0,0,0,74,
J-31,5.520527602,1,1,0,0,0,82,
L-31,7.380801108,1,2,0,0,0,91,
M-31,8.335239949,1,2,0,0,0,94,
A-32,5.14550532,1,0,0,0,0,78,Receiver reference at  -30 dBm
B-32,4.413187623,1,0,0,0,0,77,Receiver reference at  -30 dBm
C-32,3.804763462,1,0,0,0,0,74,Receiver reference at  -30 dBm
D-32,3.387657745,1,0,0,0,0,76,
E-32,3.236699708,1,0,0,0,0,75,
F-32,3.387657745,2,0,0,0,0,78,
G-32,3.804763462,2,0,0,0,0,82,
H-32,4.413187623,2,0,0,0,0,83,
J-32,5.956192156,2,0,0,0,0,89,
M-32,8.629960892,1,2,0,0,0,96,
C-33,4.634244814,1,0,0,0,0,71,
D-33,4.298397957,1,0,0,0,0,86,
E-33,4.180457511,1,0,0,0,0,84,
F-33,4.298397957,2,0,0,0,0,75,
G-33,4.634244814,2,0,0,0,0,79,
H-33,5.14550532,2,0,0,0,0,82,
J-33,6.517378691,3,0,0,0,0,83,
K-33,7.312744013,2,0,0,0,0,82,
L-33,8.153295346,1,2,0,0,0,99,
M-33,9.026418171,1,2,0,0,0,94,
N-33,9.923518781,2,1,0,0,0,88,
A-34,6.517378691,2,0,0,0,0,84,
B-34,5.956192156,1,1,0,0,0,84,
C-34,5.520527602,2,0,0,0,0,80,
D-34,5.241776893,2,0,0,0,0,86,
E-34,5.14550532,2,0,0,0,0,94,
F-34,5.241776893,1,0,0,0,0,93,
G-34,5.520527602,2,0,0,0,0,86,
H-34,5.956192156,2,0,0,0,0,78,
I-34,6.517378691,3,1,0,0,0,82,
J-34,7.174693373,3,1,0,0,0,79,
K-34,7.904190344,3,1,0,0,0,82,
A-35,7.312744013,1,1,0,0,0,80,
B-35,6.817347358,2,0,0,0,0,78,
C-35,6.440203801,2,0,0,0,0,77,
D-35,6.202920683,2,0,0,0,0,89,
E-35,6.121782829,2,0,0,0,0,88,
F-35,6.202920683,1,0,0,0,0,96,
G-35,6.440203801,2,0,0,0,0,91,
H-35,6.817347358,2,0,0,0,0,79,
I-35,7.312744013,2,1,0,0,0,89,
J-35,7.904190344,3,1,1,0,0,88,
K-35,8.571827401,3,1,1,0,0,84,
L-35,9.299259379,3,1,1,0,0,90,
M-35,10.07354084,3,1,1,0,0,91,
N-35,10.88467845,3,1,1,0,0,100,
O-35,11.72502559,1,2,1,0,0,92,
P-35,12.58873405,1,2,1,0,0,94,
A-36,8.153295346,1,1,0,0,0,86,
B-36,7.712083052,2,0,0,0,0,83,
C-36,7.380801108,2,0,0,0,0,-60,
D-36,7.174693373,2,0,0,0,0,87,
E-36,7.104662202,2,0,0,0,0,84,
F-36,7.174693373,3,0,0,0,0,86,
G-36,7.380801108,2,0,0,0,0,97,
H-36,7.712083052,2,0,0,0,0,80,
I-36,8.153295346,3,0,0,0,0,93,Close to position
J-36,8.687705393,2,0,0,0,0,86,
K-36,9.299259379,3,1,1,0,0,82,
L-36,9.973776867,3,1,1,0,0,94,
M-36,10.69935629,3,1,1,0,0,91,
N-36,11.46630826,3,1,1,0,0,86,
O-36,12.26687511,1,2,1,0,0,93,
A-37,9.026418171,3,0,0,0,0,89,
B-37,8.629960892,3,0,0,0,0,82,
D-37,8.153295346,3,0,0,0,0,86,
E-37,8.09173807,3,0,0,0,0,88,
F-37,8.153295346,3,0,0,0,0,91,
G-37,8.335239949,2,0,0,0,0,88,
H-37,8.629960892,2,0,0,0,0,78,
K-37,10.07354084,2,0,0,0,0,95,
L-37,10.69935629,3,1,1,0,0,90,
M-37,11.37876202,3,1,1,0,0,97,
N-37,12.10273626,3,1,1,0,0,95,
O-37,12.86375626,3,1,1,0,0,92,
P-37,13.65562979,2,1,1,0,0,92,
A-38,9.923518781,3,0,0,0,0,90,
B-38,9.564320415,3,0,0,0,0,90,
C-38,9.299259379,3,0,0,0,0,85,
D-38,9.136532439,3,0,0,0,0,92,
E-38,9.081642197,3,0,0,0,0,88,
F-38,9.136532439,3,0,0,0,0,84,
G-38,9.299259379,2,0,0,0,0,81,
H-38,9.564320415,2,0,0,0,0,81,
I-38,9.923518781,4,0,0,0,0,97,
J-38,10.36707408,4,0,0,0,0,99,
K-38,10.88467845,4,0,0,0,0,99,
L-38,11.46630826,3,2,0,0,0,95,
M-38,12.10273626,4,1,1,0,0,104,
N-38,12.78578214,4,1,1,0,0,103,
O-38,13.50837611,4,1,1,0,0,106,
A-39,10.83864498,3,0,0,0,0,95,
B-39,10.5107671,3,0,0,0,0,90,
C-39,10.27016188,3,0,0,0,0,85,
D-39,10.12305413,3,0,0,0,0,88,
E-39,10.07354084,3,0,0,0,0,90,
F-39,10.12305413,3,0,0,0,0,91,
G-39,10.27016188,2,0,0,0,0,85,
H-39,10.5107671,2,0,0,0,0,94,
I-39,10.83864498,4,0,0,0,0,88,
J-39,11.2461649,4,0,0,0,0,95,
K-39,11.72502559,4,0,0,0,0,107,
L-39,12.26687511,3,2,0,0,0,96,
M-39,12.86375626,3,2,0,0,0,106,
N-39,13.50837611,4,1,1,0,0,118,
O-39,14.1942321,4,1,1,0,0,103,
P-39,14.91563693,4,1,1,0,0,98,
A-40,11.76759215,3,0,0,0,0,95,
B-40,11.46630826,3,0,0,0,0,86,
C-40,11.2461649,3,0,0,0,0,100,
D-40,11.11198565,3,0,0,0,0,97,
E-40,11.06689771,3,0,0,0,0,98,
F-40,11.11198565,3,0,0,0,0,92,
G-40,11.2461649,1,0,0,0,0,90,
H-40,11.46630826,2,0,0,0,0,89,
I-40,11.76759215,3,0,0,0,0,107,
J-40,12.14397896,4,0,0,0,0,108,
K-40,12.58873405,4,0,0,0,0,98,
L-40,13.09489309,2,2,0,0,0,100,
M-40,13.65562979,2,2,0,0,0,97,
N-40,14.26450928,4,1,1,0,0,100,
O-40,14.91563693,4,1,1,0,0,105,
P-40,15.60372472,4,1,1,0,0,100,
A-41,12.70732958,4,0,0,0,0,96,
B-41,12.42884649,4,0,0,0,0,94,
C-41,12.22604699,4,0,0,0,0,98,
D-41,12.10273626,4,0,0,0,0,104,
E-41,12.06135254,4,0,0,0,0,95,
F-41,12.10273626,3,0,0,0,0,88,
G-41,12.22604699,3,0,0,0,0,84,
H-41,12.42884649,2,0,0,0,0,85,
J-41,13.05665443,4,0,0,0,0,101,
K-41,13.47131118,4,0,0,0,0,100,
L-41,13.94547328,4,0,0,0,0,102,
M-41,14.47329351,3,2,0,0,0,105,
N-41,15.04912705,3,2,0,0,0,103,
O-41,15.66768091,4,1,1,0,0,109,
P-41,16.32409952,4,1,1,0,0,106,
A-42,13.65562979,4,0,0,0,0,98,
B-42,13.3968737,4,0,0,0,0,110,
C-42,13.20894489,4,0,0,0,0,107,
D-42,13.09489309,4,0,0,0,0,106,
E-42,13.05665443,4,0,0,0,0,103,
F-42,13.09489309,4,0,0,0,0,89,
G-42,13.20894489,1,0,0,0,0,89,
H-42,13.3968737,1,0,0,0,0,86,
J-42,13.98128124,4,0,0,0,0,107,
K-42,14.3692806,4,0,0,0,0,98,
L-42,14.81473,4,0,0,0,0,109,
M-42,15.31261653,4,0,0,0,0,110,
N-42,15.85800192,3,2,0,0,0,102,
O-42,16.44616141,3,2,0,0,0,112,
P-42,17.07267481,4,1,1,0,0,104,
A-43,14.61082561,4,0,0,0,0,100,
B-43,14.3692806,4,0,0,0,0,92,
C-43,14.1942321,4,0,0,0,0,98,
D-43,14.08815904,4,0,0,0,0,98,
E-43,14.05262342,4,0,0,0,0,105,
F-43,14.08815904,4,0,0,0,0,88,
G-43,14.1942321,3,0,0,0,0,89,
H-43,14.3692806,2,0,0,0,0,87,
A-44,15.57164811,4,0,0,0,0,110,
C-44,15.18144344,4,0,0,0,0,107,
D-44,15.08231497,4,0,0,0,0,101,
E-44,15.04912705,4,0,0,0,0,102,
F-44,15.08231497,4,0,0,0,0,84,
G-44,15.18144344,3,0,0,0,0,86,
H-44,15.3452346,2,0,0,0,0,87,
I-44,15.57164811,4,0,0,0,0,94,
J-44,15.85800192,4,0,0,0,0,105,
K-44,16.20111802,5,0,0,0,0,110,
L-44,16.59747646,5,0,0,0,0,102,
A-45,16.53711659,5,0,0,0,0,104,
B-45,16.32409952,5,0,0,0,0,112,
C-45,16.1702265,5,0,0,0,0,108,
D-45,16.07719581,5,0,0,0,0,104,
E-45,16.04606572,5,0,0,0,0,101,
F-45,16.07719581,4,0,0,0,0,93,
G-45,16.1702265,3,0,0,0,0,93,
H-45,16.32409952,2,0,0,0,0,86,
J-45,16.80702904,5,0,0,0,0,98,
K-45,17.1311478,5,0,0,0,0,113,
L-45,17.50646238,5,0,0,0,0,119,
A-46,17.50646238,5,0,0,0,0,107,
B-46,17.30538139,5,0,0,0,0,109,
C-46,17.16030958,5,0,0,0,0,107,
D-46,17.07267481,5,0,0,0,0,105,
E-46,17.04336308,5,0,0,0,0,103,
F-46,17.07267481,4,0,0,0,0,98,
G-46,17.16030958,3,0,0,0,0,96,
H-46,17.30538139,1,0,0,0,0,104,
J-46,17.7616504,5,0,0,0,0,115,
K-46,18.0686531,4,1,0,0,0,115,
L-46,18.4248806,5,0,0,0,0,110,
B-47,18.28869118,5,0,0,0,0,108,
C-47,18.15147997,5,0,0,0,0,102,
D-47,18.0686531,5,0,0,0,0,110,
E-47,18.04095965,5,0,0,0,0,113,
F-47,18.0686531,4,0,0,0,0,88,
G-47,18.15147997,3,0,0,0,0,86,
H-47,18.28869118,1,0,0,0,0,95,
J-47,18.72101026,5,0,0,0,0,113,
K-47,19.01252811,5,0,0,0,0,115,
L-47,19.35138819,5,0,0,0,0,115,
A-48,19.45446543,5,0,0,0,0,112,
B-48,19.2737185,5,0,0,0,0,114,
C-48,19.14356876,5,0,0,0,0,109,
D-48,19.06505245,5,0,0,0,0,105,
E-48,19.03880839,5,0,0,0,0,101,
F-48,19.06505245,4,0,0,0,0,96,
G-48,19.14356876,3,0,0,0,0,90,
H-48,19.2737185,2,0,0,0,0,93,
J-48,19.68441579,5,0,0,0,0,115,
K-48,19.96186928,5,0,0,0,0,118,
L-48,20.28487676,5,0,0,0,0,119,
A-49,20.43223495,5,0,0,0,0,113,
B-49,20.26021286,5,0,0,0,0,108,
C-49,20.13644023,5,0,0,0,0,106,
D-49,20.06181011,5,0,0,0,0,102,
E-49,20.03687164,5,0,0,0,0,101,
F-49,20.06181011,4,0,0,0,0,93,
G-49,20.13644023,3,0,0,0,0,98,
H-49,20.26021286,3,0,0,0,0,94,
I-49,20.43223495,3,0,0,0,0,108,
J-49,20.65130081,5,0,0,0,0,114,
K-49,20.91593232,5,0,0,0,0,112,
L-49,21.2244252,5,0,0,0,0,108,
A-50,21.41205793,5,0,0,0,0,115,
B-50,21.2479699,5,0,0,0,0,106,
C-50,21.12998403,5,0,0,0,0,110,
D-50,21.05887521,5,0,0,0,0,112,
E-50,21.03511885,5,0,0,0,0,114,
F-50,21.05887521,4,0,0,0,0,84,
G-50,21.12998403,3,0,0,0,0,91,
H-50,21.2479699,3,0,0,0,0,99,
I-50,21.41205793,3,0,0,0,0,112,
J-50,21.62119851,4,0,0,0,0,120,
K-50,21.87409941,5,0,0,0,0,107,
A-51,22.39366484,6,0,0,0,0,116,
B-51,22.23682138,6,0,0,0,0,114,
C-51,22.12410959,6,0,0,0,0,109,
D-51,22.05620604,6,0,0,0,0,112,
E-51,22.03352502,6,0,0,0,0,106,
F-51,22.05620604,5,0,0,0,0,86,
G-51,22.12410959,3,0,0,0,0,94,
H-51,22.23682138,3,0,0,0,0,93,
I-51,22.39366484,4,0,0,0,0,104,
J-51,22.59372092,4,0,0,0,0,114,
K-51,22.83585394,6,0,0,0,0,115,
L-51,23.11874186,6,0,0,0,0,108,
M-51,23.44090922,7,0,0,0,0,117,
N-51,23.80076102,6,1,0,0,0,115,
O-51,24.19661598,7,0,0,0,0,123,
P-51,24.62673801,6,1,0,0,0,116,
