Coord.,Distance,Num_brick_wall,Num_wood_wall,Num_glass_wall,Num_drywall,Num_column,P_rx (dBm),Comments
J-38,10.29563014,4,0,0,0,0,-80,
K-38,10.81665383,4,0,0,0,0,-90,
L-38,11.40175425,3,2,0,0,0,-87,
M-38,12.04159458,4,1,1,0,0,-90,
N-38,12.72792206,4,1,1,0,0,-93,
O-38,13.45362405,4,1,1,0,0,-88,
P-38,14.2126704,4,1,1,0,0,-87,
A-39,10.77032961,3,0,0,0,0,-79,
B-39,10.44030651,3,0,0,0,0,-71,
C-39,10.19803903,3,0,0,0,0,-75,
D-39,10.04987562,3,0,0,0,0,-90,
E-39,10,3,0,0,0,0,-86,
F-39,10.04987562,3,0,0,0,0,-79,
G-39,10.19803903,2,0,0,0,0,-70,
H-39,10.44030651,2,0,0,0,0,-78,
I-39,10.77032961,4,0,0,0,0,-82,
J-39,11.18033989,4,0,0,0,0,-86,
K-39,11.66190379,4,0,0,0,0,-82,
L-39,12.20655562,3,2,0,0,0,-93,
M-39,12.80624847,3,2,0,0,0,-88,
N-39,13.45362405,4,1,1,0,0,-88,
O-39,14.14213562,4,1,1,0,0,-96,
P-39,14.86606875,4,1,1,0,0,-87,
A-40,11.70469991,3,0,0,0,0,-82,
B-40,11.40175425,3,0,0,0,0,-79,
C-40,11.18033989,3,0,0,0,0,-78,
D-40,11.04536102,3,0,0,0,0,-77,
E-40,11,3,0,0,0,0,-89,
F-40,11.04536102,3,0,0,0,0,-81,
G-40,11.18033989,1,0,0,0,0,-73,
H-40,11.40175425,2,0,0,0,0,-77,
I-40,11.70469991,3,0,0,0,0,-88,
J-40,12.08304597,4,0,0,0,0,-81,
K-40,12.52996409,4,0,0,0,0,-84,
L-40,13.03840481,2,2,0,0,0,-84,
M-40,13.60147051,2,2,0,0,0,-83,
N-40,14.2126704,4,1,1,0,0,-87,
O-40,14.86606875,4,1,1,0,0,-88,
P-40,15.55634919,,,,0,0,NP,
A-41,12.64911064,4,0,0,0,0,-87,
B-41,12.36931688,4,0,0,0,0,-93,
C-41,12.16552506,4,0,0,0,0,-86,
D-41,12.04159458,4,0,0,0,0,-88,
E-41,12,4,0,0,0,0,-87,
F-41,12.04159458,3,0,0,0,0,-73,
G-41,12.16552506,3,0,0,0,0,-80,
H-41,12.36931688,2,0,0,0,0,-82,
I-41,12.64911064,3,0,0,0,0,-89,
J-41,13,4,0,0,0,0,-98,
K-41,13.41640786,4,0,0,0,0,-84,
L-41,13.89244399,4,0,0,0,0,-94,
M-41,14.4222051,3,2,0,0,0,-85,
N-41,15,3,2,0,0,0,-88,
O-41,15.62049935,4,1,1,0,0,-87,
P-41,16.2788206,,,,0,0,NP,
A-42,13.60147051,4,0,0,0,0,-82,
B-42,13.34166406,4,0,0,0,0,-88,
C-42,13.15294644,4,0,0,0,0,-95,
D-42,13.03840481,4,0,0,0,0,-88,
E-42,13,4,0,0,0,0,-90,
F-42,13.03840481,4,0,0,0,0,-85,
G-42,13.15294644,1,0,0,0,0,-74,
H-42,13.34166406,1,0,0,0,0,-77,
I-42,13.60147051,,,,0,0,NP,
J-42,13.92838828,4,0,0,0,0,-93,
K-42,14.31782106,4,0,0,0,0,-82,
L-42,14.76482306,4,0,0,0,0,-81,
M-42,15.26433752,4,0,0,0,0,-90,
N-42,15.8113883,3,2,0,0,0,-92,
O-42,16.40121947,3,2,0,0,0,-84,
P-42,17.02938637,4,1,1,0,0,-100,
A-43,14.56021978,4,0,0,0,0,-88,
B-43,14.31782106,4,0,0,0,0,-87,
C-43,14.14213562,4,0,0,0,0,-85,
D-43,14.03566885,4,0,0,0,0,-94,
E-43,14,4,0,0,0,0,-84,
F-43,14.03566885,4,0,0,0,0,-73,
G-43,14.14213562,3,0,0,0,0,-75,
H-43,14.31782106,2,0,0,0,0,-85,
I-43,14.56021978,,,,0,0,NP,
J-43,14.86606875,,,,0,0,NP,
K-43,15.23154621,4,0,0,0,0,-100,
L-43,15.65247584,4,0,0,0,0,-83,
M-43,16.1245155,4,0,0,0,0,-80,
N-43,16.64331698,4,0,0,0,0,-100,
O-43,17.20465053,3,2,0,0,0,-99,
P-43,17.80449381,3,2,0,0,0,-95,
A-44,15.5241747,4,0,0,0,0,-84,
B-44,15.29705854,4,0,0,0,0,-94,
C-44,15.13274595,4,0,0,0,0,-84,
D-44,15.03329638,4,0,0,0,0,-95,
E-44,15,4,0,0,0,0,-93,
F-44,15.03329638,4,0,0,0,0,-75,
G-44,15.13274595,3,0,0,0,0,-77,
H-44,15.29705854,2,0,0,0,0,-90,
I-44,15.5241747,4,0,0,0,0,-87,
J-44,15.8113883,4,0,0,0,0,-93,
K-44,16.15549442,5,0,0,0,0,-87,
L-44,16.55294536,5,0,0,0,0,-94,
M-44,17,,,,0,0,NP,
N-44,17.49285568,,,,0,0,NP,
O-44,18.02775638,,,,0,0,NP,
P-44,18.60107524,,,,0,0,NP,
A-45,16.4924225,5,0,0,0,0,-95,
B-45,16.2788206,5,0,0,0,0,-98,
C-45,16.1245155,5,0,0,0,0,-102,
D-45,16.03121954,5,0,0,0,0,-104,
E-45,16,5,0,0,0,0,-95,
F-45,16.03121954,4,0,0,0,0,-73,
G-45,16.1245155,3,0,0,0,0,-80,
H-45,16.2788206,2,0,0,0,0,-80,
I-45,16.4924225,5,0,0,0,0,-94,
J-45,16.76305461,5,0,0,0,0,-90,
K-45,17.08800749,5,0,0,0,0,-95,
L-45,17.4642492,5,0,0,0,0,-99,
M-45,17.88854382,,,,0,0,NP,
N-45,18.35755975,,,,0,0,NP,
O-45,18.86796226,,,,0,0,NP,
P-45,19.41648784,,,,0,0,NP,
A-46,17.4642492,5,0,0,0,0,-89,
B-46,17.2626765,5,0,0,0,0,-100,
C-46,17.11724277,5,0,0,0,0,-100,
D-46,17.02938637,5,0,0,0,0,-97,
E-46,17,5,0,0,0,0,-85,
F-46,17.02938637,4,0,0,0,0,-86,
G-46,17.11724277,3,0,0,0,0,-82,
H-46,17.2626765,1,0,0,0,0,-77,
I-46,17.4642492,4,0,0,0,0,NP,
J-46,17.72004515,5,0,0,0,0,-95,
K-46,18.02775638,4,1,0,0,0,-96,
L-46,18.38477631,5,0,0,0,0,-98,
M-46,18.78829423,,,,0,0,NP,
N-46,19.23538406,,,,0,0,NP,
O-46,19.72308292,,,,0,0,NP,
P-46,20.24845673,,,,0,0,NP,
A-47,18.43908891,,,,0,0,NP,
B-47,18.24828759,5,0,0,0,0,-92,
C-47,18.11077028,5,0,0,0,0,-95,
D-47,18.02775638,5,0,0,0,0,-108,
E-47,18,5,0,0,0,0,-104,
F-47,18.02775638,4,0,0,0,0,-83,
G-47,18.11077028,3,0,0,0,0,-76,
H-47,18.24828759,1,0,0,0,0,-73,
I-47,18.43908891,,,,0,0,NP,
J-47,18.68154169,5,0,0,0,0,-90,
K-47,18.97366596,5,0,0,0,0,-94,
L-47,19.31320792,5,0,0,0,0,-94,
M-47,19.6977156,,,,0,0,NP,
N-47,20.1246118,,,,0,0,NP,
O-47,20.59126028,,,,0,0,NP,
P-47,21.09502311,,,,0,0,NP,
A-48,19.41648784,5,0,0,0,0,-104,
B-48,19.23538406,5,0,0,0,0,-100,
C-48,19.10497317,5,0,0,0,0,-89,
D-48,19.02629759,5,0,0,0,0,-101,
E-48,19,5,0,0,0,0,-92,
F-48,19.02629759,4,0,0,0,0,-77,
G-48,19.10497317,3,0,0,0,0,-76,
H-48,19.23538406,2,0,0,0,0,-76,
I-48,19.41648784,,,,0,0,NP,
J-48,19.6468827,5,0,0,0,0,-98,
K-48,19.92485885,5,0,0,0,0,-99,
L-48,20.24845673,5,0,0,0,0,-102,
M-48,20.61552813,,,,0,0,NP,
N-48,21.02379604,,,,0,0,NP,
O-48,21.47091055,,,,0,0,NP,
P-48,21.9544984,,,,0,0,NP,
A-49,20.39607805,5,0,0,0,0,-99,
B-49,20.22374842,5,0,0,0,0,-102,
C-49,20.09975124,5,0,0,0,0,-96,
D-49,20.02498439,5,0,0,0,0,-87,
E-49,20,5,0,0,0,0,-95,
F-49,20.02498439,4,0,0,0,0,-80,
G-49,20.09975124,3,0,0,0,0,-85,
H-49,20.22374842,3,0,0,0,0,-87,
I-49,20.39607805,3,0,0,0,0,-99,
J-49,20.61552813,5,0,0,0,0,-94,
K-49,20.88061302,5,0,0,0,0,-100,
L-49,21.1896201,5,0,0,0,0,-102,
M-49,21.54065923,,,,0,0,NP,
N-49,21.9317122,,,,0,0,NP,
O-49,22.36067977,,,,0,0,NP,
P-49,22.82542442,,,,0,0,NP,
A-50,21.37755833,5,0,0,0,0,-90,
B-50,21.21320344,5,0,0,0,0,-105,
C-50,21.09502311,5,0,0,0,0,-94,
D-50,21.02379604,5,0,0,0,0,-100,
E-50,21,5,0,0,0,0,-91,
F-50,21.02379604,4,0,0,0,0,-84,
G-50,21.09502311,3,0,0,0,0,-80,
H-50,21.21320344,3,0,0,0,0,-77,
I-50,21.37755833,3,0,0,0,0,-100,
J-50,21.58703314,4,0,0,0,0,-97,
K-50,21.84032967,5,0,0,0,0,-93,
L-50,22.13594362,,,,0,0,NP,
M-50,22.47220505,,,,0,0,NP,
N-50,22.84731932,,,,0,0,NP,
O-50,23.2594067,,,,0,0,NP,
P-50,23.70653918,,,,0,0,NP,
A-51,22.36067977,6,0,0,0,0,-102,
B-51,22.20360331,6,0,0,0,0,-103,
C-51,22.09072203,6,0,0,0,0,-105,
D-51,22.02271555,6,0,0,0,0,-95,
E-51,22,6,0,0,0,0,-105,
F-51,22.02271555,5,0,0,0,0,-84,
G-51,22.09072203,3,0,0,0,0,-79,
H-51,22.20360331,3,0,0,0,0,-88,
I-51,22.36067977,4,0,0,0,0,-93,
J-51,22.56102835,4,0,0,0,0,-98,
K-51,22.8035085,6,0,0,0,0,-94,
L-51,23.08679276,6,0,0,0,0,-110,
M-51,23.40939982,7,0,0,0,0,-95,
N-51,23.76972865,6,1,0,0,0,-110,
O-51,24.16609195,7,0,0,0,0,-100,
P-51,24.59674775,6,1,0,0,0,-102,
A-52,23.34523506,6,0,0,0,0,-95,
B-52,23.19482701,6,0,0,0,0,-98,
C-52,23.08679276,6,0,0,0,0,-106,
D-52,23.02172887,6,0,0,0,0,-98,
E-52,23,6,0,0,0,0,-90,
F-52,23.02172887,5,0,0,0,0,-79,
G-52,23.08679276,3,0,0,0,0,-80,
H-52,23.19482701,3,0,0,0,0,-105,
I-52,23.34523506,4,0,0,0,0,-103,
J-52,23.53720459,3,1,0,0,0,-97,
K-52,23.76972865,6,0,0,0,0,-111,
L-52,24.04163056,6,0,0,0,0,-102,
M-52,24.35159132,7,0,0,0,0,-98,
N-52,24.69817807,7,0,0,0,0,-103,
O-52,25.07987241,7,1,0,0,0,-99,
P-52,25.49509757,6,1,0,0,0,-96,
A-53,24.33105012,6,0,0,0,0,-98,
B-53,24.18677324,6,0,0,0,0,-109,
C-53,24.08318916,6,0,0,0,0,-99,
D-53,24.0208243,6,0,0,0,0,-100,
E-53,24,6,0,0,0,0,-104,
F-53,24.0208243,5,0,0,0,0,-82,
G-53,24.08318916,3,0,0,0,0,-82,
H-53,24.18677324,3,0,0,0,0,-86,
I-53,24.33105012,4,0,0,0,0,-90,
J-53,24.51530134,4,0,0,0,0,-99,
K-53,24.73863375,6,0,0,0,0,-103,
L-53,25,6,0,0,0,0,-98,
M-53,25.29822128,6,0,0,0,0,-95,
N-53,25.63201124,6,1,0,0,0,-98,
O-53,26,7,1,0,0,0,-102,
P-53,26.40075756,7,0,0,0,0,-113,
A-54,25.3179778,7,0,0,0,0,-104,
B-54,25.17935662,,,,0,0,NP,
C-54,25.07987241,7,0,0,0,0,-103,
D-54,25.01999201,7,0,0,0,0,-94,
E-54,25,7,0,0,0,0,-96,
F-54,25.01999201,5,0,0,0,0,-82,
G-54,25.07987241,4,0,0,0,0,-86,
H-54,25.17935662,3,0,0,0,0,-85,
I-54,25.3179778,4,0,0,0,0,-94,
J-54,25.49509757,4,0,0,0,0,-93,
K-54,25.70992026,5,0,0,0,0,-98,
L-54,25.96150997,6,0,0,0,0,-104,
M-54,26.2488095,6,0,0,0,0,-108,
N-54,26.57066051,7,0,0,0,0,-101,
O-54,26.92582404,6,0,0,0,0,-101,
P-54,27.31300057,,,,0,0,NP,
A-55,26.30589288,7,0,0,0,0,-107,
B-55,26.17250466,7,0,0,0,0,-106,
C-55,26.07680962,7,0,0,0,0,-102,
D-55,26.01922366,7,0,0,0,0,-107,
E-55,26,7,0,0,0,0,-96,
F-55,26.01922366,5,0,0,0,0,-80,
G-55,26.07680962,4,0,0,0,0,-78,
H-55,26.17250466,3,0,0,0,0,-88,
I-55,26.30589288,4,0,0,0,0,-97,
J-55,26.47640459,4,0,0,0,0,-94,
K-55,26.68332813,3,0,0,0,0,-91,
L-55,26.92582404,,,,0,0,NP,
M-55,27.20294102,,,,0,0,NP,
N-55,27.51363298,7,0,0,0,0,-100,
O-55,27.85677655,6,1,0,0,0,-93,
P-55,28.23118843,7,1,0,0,0,-104,
A-56,27.29468813,7,0,0,0,0,-106,
B-56,27.16615541,7,0,0,0,0,-106,
C-56,27.07397274,7,0,0,0,0,-108,
D-56,27.01851217,7,0,0,0,0,-99,
E-56,27,7,0,0,0,0,-97,
F-56,27.01851217,5,0,0,0,0,-81,
G-56,27.07397274,4,0,0,0,0,-88,
H-56,27.16615541,3,0,0,0,0,-81,
I-56,27.29468813,4,0,0,0,0,-99,
J-56,27.45906044,4,0,0,0,0,-105,
K-56,27.65863337,3,1,0,0,0,-93,
L-56,27.89265136,,,,0,0,NP,
M-56,28.16025568,,,,0,0,NP,
N-56,28.46049894,6,0,0,0,0,-105,
O-56,28.7923601,7,0,0,0,0,-101,
P-56,29.15475947,7,0,0,0,0,-109,
A-57,28.28427125,7,0,0,0,0,-110,
B-57,28.16025568,7,0,0,0,0,-108,
C-57,28.0713377,7,0,0,0,0,-100,
D-57,28.01785145,7,0,0,0,0,-104,
E-57,28,7,0,0,0,0,-99,
F-57,28.01785145,6,0,0,0,0,-86,
G-57,28.0713377,4,0,0,0,0,-86,
H-57,28.16025568,3,0,0,0,0,-89,
I-57,28.28427125,4,0,0,0,0,-94,
J-57,28.44292531,4,0,0,0,0,-103,
K-57,28.63564213,4,0,0,0,0,-99,
L-57,28.86173938,5,0,0,0,0,-96,
M-57,29.12043956,5,0,0,0,0,-94,
N-57,29.41088234,6,0,0,0,0,-104,
O-57,29.73213749,7,0,0,0,0,-105,
P-57,30.08321791,7,0,0,0,0,-97,
